Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Male,M,41,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,11
Male,M,42,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,11
Male,M,42,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,43,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,11
Male,M,45,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,11
Male,M,46,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,48,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,11
Male,M,50,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,11
Male,M,52,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,54,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,11
Male,M,64,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,66,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,67,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,75,Intentional self-harm by handgun discharge,White,Other,11
Male,M,76,Intentional self-harm by handgun discharge,White,Other,11
Male,M,77,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,78,Intentional self-harm by handgun discharge,White,Other,11
Male,M,83,Intentional self-harm by other and unspecified firearm discharge,White,Other,11
Male,M,84,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,11
Male,M,97,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,17,Assault by other and unspecified firearm discharge,Black or African American,Other,11
Female,F,26,Assault by other and unspecified firearm discharge,White,Other,11
Female,F,27,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,29,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,31,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,38,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,48,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,51,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Male,M,18,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Male,M,20,Assault by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,11
Male,M,20,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,11
Male,M,22,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Male,M,24,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Male,M,25,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Male,M,27,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Male,M,29,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,11
Male,M,30,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,11
Male,M,30,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,11
Male,M,35,Assault by handgun discharge,Black or African American,Other,11
Male,M,41,Assault by handgun discharge,White,Other,11
Male,M,43,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,11
Male,M,45,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,11
Male,M,48,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,11
Male,M,51,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,11
Male,M,51,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,52,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,11
Male,M,54,Assault by other and unspecified firearm discharge,White,Other,11
Male,M,55,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,58,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,11
Male,M,59,Assault by other and unspecified firearm discharge,Black or African American,Other,11
Male,M,62,Assault by other and unspecified firearm discharge,White,Decedent's home,11
Female,F,19,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,25,Intentional self-harm by other and unspecified firearm discharge,White,Other,12
Female,F,31,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,63,Intentional self-harm by handgun discharge,White,Decedent's home,12
Female,F,77,Intentional self-harm by handgun discharge,White,Decedent's home,12
Female,F,78,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,14,Intentional self-harm by handgun discharge,White,Decedent's home,12
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,12
Male,M,23,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,12
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,12
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,12
Male,M,25,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,12
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,12
Male,M,30,Intentional self-harm by handgun discharge,White,Other,12
Male,M,37,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,12
Male,M,39,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,12
Male,M,43,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,12
Male,M,47,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,59,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,60,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,12
Male,M,70,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,12
Male,M,71,Intentional self-harm by handgun discharge,White,Other,12
Male,M,77,Intentional self-harm by handgun discharge,White,Other,12
Male,M,85,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,12
Male,M,94,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,18,Assault by other and unspecified firearm discharge,White,Other,12
Female,F,22,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,12
Female,F,23,Assault by other and unspecified firearm discharge,White,Other,12
Female,F,25,Assault by other and unspecified firearm discharge,White,Other,12
Female,F,27,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,12
Female,F,28,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,12
Female,F,31,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,12
Female,F,31,Assault by other and unspecified firearm discharge,White,Other,12
Female,F,34,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,35,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,36,Assault by other and unspecified firearm discharge,Black or African American,Other,12
Female,F,36,Assault by other and unspecified firearm discharge,White,Other,12
Female,F,39,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,45,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,18,Assault by handgun discharge,Black or African American,Other,12
Male,M,24,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,12
Male,M,26,Assault by handgun discharge,Black or African American,Other,12
Male,M,31,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,12
Male,M,32,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,35,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,44,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,47,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,48,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,48,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,50,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,52,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,12
Male,M,54,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,12
Male,M,56,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Male,M,61,Assault by other and unspecified firearm discharge,Black or African American,Other,12
Male,M,63,Assault by other and unspecified firearm discharge,White,Decedent's home,12
Female,F,22,Intentional self-harm by other and unspecified firearm discharge,White,Other,13
Female,F,26,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,13
Female,F,29,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,13
Female,F,49,Intentional self-harm by handgun discharge,White,Decedent's home,13
Female,F,60,Intentional self-harm by handgun discharge,White,Decedent's home,13
Female,F,65,Intentional self-harm by handgun discharge,White,Decedent's home,13
Female,F,66,Intentional self-harm by handgun discharge,White,Decedent's home,13
Female,F,72,Intentional self-harm by handgun discharge,White,Decedent's home,13
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,13
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,13
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,13
Male,M,22,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,13
Male,M,25,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,13
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,13
Male,M,32,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,33,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,13
Male,M,34,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,36,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,13
Male,M,37,Intentional self-harm by handgun discharge,White,Other,13
Male,M,39,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,39,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,13
Male,M,40,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,13
Male,M,44,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,13
Male,M,47,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,56,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,13
Male,M,57,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,13
Male,M,60,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,13
Male,M,66,Intentional self-harm by handgun discharge,White,Other,13
Male,M,72,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,73,Intentional self-harm by handgun discharge,White,Other,13
Male,M,81,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,81,Intentional self-harm by other and unspecified firearm discharge,White,Other,13
Male,M,82,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,83,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,13
Male,M,86,Intentional self-harm by other and unspecified firearm discharge,White,Other,13
Male,M,95,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,13
Female,F,19,Assault by other and unspecified firearm discharge,Black or African American,Other,13
Female,F,22,Assault by other and unspecified firearm discharge,White,Other,13
Female,F,24,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,13
Female,F,28,Assault by other and unspecified firearm discharge,White,Other,13
Female,F,29,Assault by other and unspecified firearm discharge,White,Other,13
Female,F,32,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,13
Female,F,34,Assault by other and unspecified firearm discharge,White,Other,13
Female,F,38,Assault by other and unspecified firearm discharge,White,Other,13
Female,F,40,Assault by other and unspecified firearm discharge,White,Other,13
Male,M,15,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,13
Male,M,21,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,13
Male,M,24,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,13
Male,M,27,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,13
Male,M,31,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,13
Male,M,32,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,13
Male,M,34,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,13
Male,M,35,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,13
Male,M,36,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,13
Male,M,40,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,13
Male,M,42,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,13
Male,M,51,Assault by other and unspecified firearm discharge,White,Decedent's home,13
Male,M,52,Assault by other and unspecified firearm discharge,White,Decedent's home,13
Male,M,53,Assault by other and unspecified firearm discharge,White,Decedent's home,13
Male,M,55,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,13
Male,M,56,Assault by other and unspecified firearm discharge,White,Other,13
Female,F,43,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,14
Female,F,50,Intentional self-harm by handgun discharge,White,Decedent's home,14
Female,F,57,Intentional self-harm by handgun discharge,White,Decedent's home,14
Female,F,72,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,17,Intentional self-harm by handgun discharge,White,Decedent's home,14
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,14
Male,M,18,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,14
Male,M,19,Intentional self-harm by handgun discharge,White,Other,14
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,14
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,14
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,14
Male,M,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,14
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,14
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,14
Male,M,34,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,14
Male,M,37,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,14
Male,M,43,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,14
Male,M,44,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,14
Male,M,49,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,14
Male,M,53,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,14
Male,M,59,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,14
Male,M,62,Intentional self-harm by handgun discharge,White,Other,14
Male,M,64,Intentional self-harm by handgun discharge,White,Other,14
Male,M,69,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,14
Male,M,88,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,14
Male,M,91,Intentional self-harm by handgun discharge,White,Decedent's home,14
Male,M,94,Intentional self-harm by handgun discharge,White,Decedent's home,14
Female,F,26,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,14
Female,F,26,Assault by other and unspecified firearm discharge,Black or African American,Other,14
Female,F,33,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,14
Female,F,37,Assault by other and unspecified firearm discharge,White,Other,14
Male,M,17,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,14
Male,M,17,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,14
Male,M,20,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,14
Male,M,21,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,24,Assault by handgun discharge,Black or African American,Other,14
Male,M,30,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,33,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,14
Male,M,36,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,40,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,41,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,45,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Male,M,51,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,14
Male,M,53,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,14
Male,M,57,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,14
Male,M,57,Assault by other and unspecified firearm discharge,White,Other,14
Male,M,58,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,14
Male,M,61,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,14
Male,M,61,Assault by other and unspecified firearm discharge,White,Decedent's home,14
Female,F,27,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,15
Female,F,29,Intentional self-harm by other and unspecified firearm discharge,White,Other,15
Female,F,48,Intentional self-harm by handgun discharge,White,Decedent's home,15
Female,F,54,Intentional self-harm by handgun discharge,White,Decedent's home,15
Female,F,58,Intentional self-harm by handgun discharge,White,Decedent's home,15
Female,F,66,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,15
Female,F,69,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,15
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,19,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,20,Intentional self-harm by handgun discharge,White,Other,15
Male,M,20,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,25,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,15
Male,M,25,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,15
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,15
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,15
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,15
Male,M,31,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,33,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,33,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,15
Male,M,34,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,15
Male,M,37,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,44,Intentional self-harm by handgun discharge,White,Other,15
Male,M,45,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,15
Male,M,48,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,15
Male,M,55,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,15
Male,M,64,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,15
Male,M,86,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,15
Female,F,18,Assault by other and unspecified firearm discharge,Black or African American,Other,15
Female,F,27,Assault by other and unspecified firearm discharge,White,Other,15
Female,F,30,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,15
Female,F,33,Assault by other and unspecified firearm discharge,Black or African American,Other,15
Female,F,40,Assault by other and unspecified firearm discharge,White,Decedent's home,15
Male,M,20,Assault by other and unspecified firearm discharge,White,Decedent's home,15
Male,M,24,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,15
Male,M,37,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,15
Male,M,49,Assault by other and unspecified firearm discharge,White,Decedent's home,15
Male,M,55,Assault by other and unspecified firearm discharge,White,Other,15
Male,M,60,Assault by other and unspecified firearm discharge,Black or African American,Other,15
Female,F,35,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,16
Female,F,37,Intentional self-harm by other and unspecified firearm discharge,White,Other,16
Female,F,40,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,16
Female,F,42,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,16
Female,F,53,Intentional self-harm by handgun discharge,White,Decedent's home,16
Male,M,13,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,16
Male,M,16,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,16
Male,M,18,Intentional self-harm by handgun discharge,White,Decedent's home,16
Male,M,19,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,16
Male,M,22,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,16
Male,M,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,16
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,16
Male,M,32,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,16
Male,M,33,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,16
Male,M,35,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,16
Male,M,35,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,36,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,16
Male,M,38,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,16
Male,M,40,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,41,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,42,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,16
Male,M,54,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,16
Male,M,58,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,63,Intentional self-harm by handgun discharge,White,Other,16
Male,M,65,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,71,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,74,Intentional self-harm by handgun discharge,White,Other,16
Male,M,75,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,16
Male,M,79,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Male,M,80,Intentional self-harm by other and unspecified firearm discharge,White,Other,16
Female,F,19,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,16
Female,F,20,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,16
Female,F,22,Assault by other and unspecified firearm discharge,Black or African American,Other,16
Female,F,29,Assault by other and unspecified firearm discharge,Black or African American,Other,16
Female,F,32,Assault by other and unspecified firearm discharge,White,Other,16
Male,M,19,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,16
Male,M,23,Assault by other and unspecified firearm discharge,White,Decedent's home,16
Male,M,27,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,16
Male,M,28,Assault by handgun discharge,Black or African American,Other,16
Male,M,29,Assault by other and unspecified firearm discharge,White,Decedent's home,16
Male,M,31,Assault by other and unspecified firearm discharge,White,Decedent's home,16
Male,M,35,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,16
Male,M,49,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,16
Male,M,49,Assault by other and unspecified firearm discharge,White,Other,16
Male,M,50,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,16
Male,M,50,Assault by other and unspecified firearm discharge,White,Decedent's home,16
Male,M,57,Assault by other and unspecified firearm discharge,Black or African American,Other,16
Female,F,28,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,17
Female,F,32,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,17
Female,F,50,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,17
Female,F,59,Intentional self-harm by handgun discharge,White,Decedent's home,17
Male,M,16,Intentional self-harm by handgun discharge,White,Decedent's home,17
Male,M,20,Intentional self-harm by handgun discharge,White,Decedent's home,17
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,17
Male,M,25,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,17
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,17
Male,M,31,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,17
Male,M,37,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,17
Male,M,38,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,17
Male,M,41,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,17
Male,M,45,Intentional self-harm by handgun discharge,White,Other,17
Male,M,48,Intentional self-harm by handgun discharge,White,Other,17
Male,M,49,Intentional self-harm by handgun discharge,White,Other,17
Male,M,52,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,17
Male,M,65,Intentional self-harm by handgun discharge,White,Other,17
Male,M,68,Intentional self-harm by handgun discharge,White,Other,17
Male,M,89,Intentional self-harm by handgun discharge,White,Decedent's home,17
Female,F,19,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,17
Female,F,21,Assault by other and unspecified firearm discharge,White,Other,17
Female,F,23,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,17
Female,F,24,Assault by other and unspecified firearm discharge,Black or African American,Other,17
Female,F,27,Assault by other and unspecified firearm discharge,Black or African American,Other,17
Female,F,30,Assault by other and unspecified firearm discharge,White,Other,17
Female,F,35,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,17
Male,M,15,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,17
Male,M,20,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,17
Male,M,34,Assault by other and unspecified firearm discharge,White,Decedent's home,17
Male,M,37,Assault by other and unspecified firearm discharge,White,Decedent's home,17
Male,M,39,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,17
Male,M,41,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,17
Male,M,45,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,17
Male,M,46,Assault by other and unspecified firearm discharge,White,Decedent's home,17
Male,M,49,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,17
Male,M,51,Assault by other and unspecified firearm discharge,White,Other,17
Male,M,54,Assault by other and unspecified firearm discharge,Black or African American,Other,17
Male,M,56,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,17
Male,M,56,Assault by other and unspecified firearm discharge,Black or African American,Other,17
Female,F,33,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,18
Female,F,38,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,18
Female,F,76,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,18
Male,M,18,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,18
Male,M,20,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,18
Male,M,21,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,18
Male,M,22,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,18
Male,M,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,18
